Gene ID;Entrez Gene ID;Gene Symbol;Gene Name;Organism;Unigene ID;Ensembl ID;UniProt ID;Alias;Lifespan Effect;Phenotype Description;Longevity Influence;Max Lifespan Change;Avg Lifespan Change;Method;Bibliographic reference
272;174934;dct-18;DAF-16/FOXO Controlled, germline Tumor affecting;Caenorhabditis elegans;Cel.14924;F58G1.4;;;decrease;F35E12.7 stimulates the growth of gld-1 tumors. RNA interference increased mean lifespan up to 12% in a gld-1 mutant background and reduced mean lifespan by 8% in wild-type worms.;pro;;8;RNA interference;2291: Pinkston-Gosse and Kenyon (2007) "DAF-16/FOXO targets genes that regulate tumor growth in Caenorhabditis elegans."  Nat. Genet. 39(11):1403-1409 (17934462)
1394;853820;DCW1;Defective Cell Wall;Saccharomyces cerevisiae;;YKL046C;;;increase;Mean chronological lifespan increased in the a strain ;anti;;;Deletion;2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
172;173954;ddl-1;Daf-16-Dependent Longevity (WT but not daf-16 lifespan increased);Caenorhabditis elegans;Cel.14906;F59E12.10;;;increase;Inhibition of DDL-1/2 increases longevity and thermotolerance in an hsf-1-dependent manner. RNAi extends lifespan by 12%-24%.;anti;;24;RNA interference;2543: Chiang et al. (2012) "HSF-1 regulators DDL-1/2 link insulin-like signaling to heat-shock responses and modulation of longevity."  Cell 148(1-2):322-334 (22265419)
172;173954;ddl-1;Daf-16-Dependent Longevity (WT but not daf-16 lifespan increased);Caenorhabditis elegans;Cel.14906;F59E12.10;;;increase;RNA interference results in lifespan extension.;anti;;;RNA interference;2236: Hamilton et al. (2005) "A systematic RNAi screen for longevity genes in C. elegans."  Genes Dev. 19(13):1544-1555 (15998808)
173;190025;ddl-2;Daf-16-Dependent Longevity (WT but not daf-16 lifespan increased);Caenorhabditis elegans;Cel.14028;Y48E1B.1;;;increase;Inhibition of DDL-1/2 increases longevity and thermotolerance in an hsf-1-dependent manner. RNAi extends lifespan by 12%-24%.;anti;;24;RNA interference;2543: Chiang et al. (2012) "HSF-1 regulators DDL-1/2 link insulin-like signaling to heat-shock responses and modulation of longevity."  Cell 148(1-2):322-334 (22265419)
173;190025;ddl-2;Daf-16-Dependent Longevity (WT but not daf-16 lifespan increased);Caenorhabditis elegans;Cel.14028;Y48E1B.1;;;increase;RNA interference results in lifespan extension.;anti;;;RNA interference;2240: Hansen et al. (2005) "New genes tied to endocrine, metabolic, and dietary regulation of lifespan from a Caenorhabditis elegans genomic RNAi screen."  PLoS Genet. 1(1):119-128 (16103914)
174;175087;ddl-3;Daf-16-Dependent Longevity (WT but not daf-16 lifespan increased);Caenorhabditis elegans;Cel.21465;Y54G11A.8;;;increase;RNA interference results in lifespan extension.;anti;;;RNA interference;2240: Hansen et al. (2005) "New genes tied to endocrine, metabolic, and dietary regulation of lifespan from a Caenorhabditis elegans genomic RNAi screen."  PLoS Genet. 1(1):119-128 (16103914)
1865;852500;DER1;Der1p;Saccharomyces cerevisiae;;;;;increase;Deletion of der1, a target of the unfolded protein response signaling, increases replicative lifespan. ;anti;;16;Deletion;3493: Labunskyy et al. (2014) "Lifespan extension conferred by endoplasmic reticulum secretory pathway deficiency requires induction of the unfolded protein response."  PLoS Genet. 10(1):e1004019 (24391512)
175;179574;des-2;DEgeneration Suppressor;Caenorhabditis elegans;Cel.19736;T26H10.1;;;increase;Mutations in both des(bs29) and des(bs30) increase lifespan by approximately 60%.;anti;;60;Mutation;2279: Herndon and Driscoll (2000) "Contributions of cell death to aging in C. elegans."  Results Probl Cell Differ 29:113-129 (10838697)
1797;13350;Dgat1;diacylglycerol O-acyltransferase 1;Mus musculus;;;;ARAT Dgat C75990 D15Ertd23e;increase;Female knockout mice have an extended lifespan of about 23%.;anti;8;23;Knockout;3249: Streeper et al. (2012) "Deficiency of the lipid synthesis enzyme, DGAT1, extends longevity in mice."  Aging (Albany NY) 4(1):13-27 (22291164)
1931;174068;dgk-5;Putative diacylglycerol kinase K06A1.6;Caenorhabditis elegans;.14796;;;;increase;Dgk-5 mutants (loss of function mutations or RNA interference) show an up to 11% increase in mean lifespan.;anti;;11;RNA interference;3534: Lin et al. (2014) "Diacylglycerol lipase regulates lifespan and oxidative stress response by inversely modulating TOR signaling in Drosophila and C. elegans."  Aging Cell 13(4):755-764 (24889782)
1049;853738;DGR2;2-Deoxy-Glucose Resistant 2;Saccharomyces cerevisiae;;YKL121W;;;decrease;Mean replicative lifespan decreased in the alpha and a strain ;fitness;;;Deletion;2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
913;179741;dhs-21;DeHydrogenases, Short chain ;Caenorhabditis elegans;;R11D1.11;;;decrease;Dhs-21 null mutants of C. elegans show defects in longevity, reproduction and egg-laying.;pro;;;RNA interference;2430: Son et al. (2011) "DHS-21, a dicarbonyl/L-xylulose reductase (DCXR) ortholog, regulates longevity and reproduction in Caenorhabditis elegans."  FEBS Lett. 585(9):1310-1316 (21477590)
176;177676;dic-1;human DICE1 (Deleted In Cancer) homolog;Caenorhabditis elegans;Cel.5152;;;;increase;RNA interference in adulthood extended mean lifespan by 22%.;anti;;22;RNA interference;2247: Curran and Ruvkun (2007) "Lifespan regulation by evolutionarily conserved genes essential for viability."  PLoS Genet. 3(4):e56 (17411345)
1225;853906;DID2;Doa4-Independent Degradation;Saccharomyces cerevisiae;;YKR035W-A;;CHM1 FTI1 VPL30 VPS46;decrease;Mean chronological lifespan decreased in the a strain ;fitness;;;Deletion;2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1532;853142;DIE2;Derepression of ITR1 Expression;Saccharomyces cerevisiae;;YGR227W;;ALG10;increase;Deletion of die2, a target of the unfolded protein response signaling, decreases replicative lifespan.;anti;;-17;Deletion;3493: Labunskyy et al. (2014) "Lifespan extension conferred by endoplasmic reticulum secretory pathway deficiency requires induction of the unfolded protein response."  PLoS Genet. 10(1):e1004019 (24391512)
1532;853142;DIE2;Derepression of ITR1 Expression;Saccharomyces cerevisiae;;YGR227W;;ALG10;increase;Mean chronological lifespan increased in the a strain by less than 50% but more than 15%;anti;;50;Deletion;2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1385;851157;DIF1;Damage-regulated Import Facilitator;Saccharomyces cerevisiae;;YLR437C;;;decrease;Replicative lifespan decreased by 20% in the alpha strain ;fitness;;20;Deletion;2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
177;174782;din-1;DAF-12 Interacting Protein;Caenorhabditis elegans;Cel.9037;F07A11.6;;;decrease;RNA interference had little effect on lifespan, but suppressed daf-9 life-extension.;pro;;;RNA interference;2280: Ludewig et al. (2004) "A novel nuclear receptor/coregulator complex controls C. elegans lipid metabolism, larval development, and aging."  Genes Dev. 18(17):2120-2133 (15314028)
914;177875;dis-3;DIS3 (yeast disjunction abnormal) exonuclease homolog;Caenorhabditis elegans;;C04G2.6;;;decrease;11% mean lifespan reduction;pro;;11;RNA interference;2418: Xue et al. (2007) "A modular network model of aging."  Mol. Syst. Biol. 3:147 (18059442)
178;36543;DJ-1alpha;DJ-1alpha;Drosophila melanogaster;Dm.30975;FBgn0033885;;CG6646 DJ-1 DJ-1a DJ-1A Dmel\CG6646;decrease;RNA interference shortened maximum lifespan by 13% and resulted in increased sensitivity to oxidative stress and motor impairments.;pro;13;;RNA interference;2281: Lavara-Culebras and Paricio (2007) "Drosophila DJ-1 mutants are sensitive to oxidative stress and show reduced lifespan and motor deficits."  Gene 400(1-2):158-165 (17651920)
179;43652;dj-1beta;dj-1beta;Drosophila melanogaster;Dm.3914;FBgn0039802;;CG1349 DJ-1 DJ-1b DJ-1B DJ-1beta Dmel\CG1349;decrease;Loss of function mutation shortened maximum lifespan by 40% and resulted in increased sensitivity to oxidative stress and motor impairments.;pro;40;;Mutation;2281: Lavara-Culebras and Paricio (2007) "Drosophila DJ-1 mutants are sensitive to oxidative stress and show reduced lifespan and motor deficits."  Gene 400(1-2):158-165 (17651920)
180;180121;dkf-2;D Kinase Family;Caenorhabditis elegans;Cel.17825;T25E12.4;;;increase;Adult median and maximal lifespan increases by 40% and 20%, respectively, in animals lacking dkf-2. dkf-2 deficiency also ameliorated heat stress.;anti;20;40;Deletion;2282: Feng et al. (2007) "Properties, regulation, and in vivo functions of a novel protein kinase D: Caenorhabditis elegans DKF-2 links diacylglycerol second messenger to the regulation of stress responses and life span."  J. Biol. Chem. 282(43):31273-31288 (17728253)
2030;179945;dlat-1;Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex;Caenorhabditis elegans;17215;;;;increase;RNA interference of F23B12.5 results in an increased lifespan.;anti;;9.9;RNA interference;3567: Reis-Rodrigues et al. (2012) "Proteomic analysis of age-dependent changes in protein solubility identifies genes that modulate lifespan."  Aging Cell 11(1):120-127 (22103665)
413;178387;dld-1;Protein DLD-1;Caenorhabditis elegans;Cel.8993;LLC1.3;;;increase;RNA interference increased mean lifespan by 61%.;anti;;61;RNA interference;2233: Kim and Sun (2007) "Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan."  Aging Cell 6(4):489-503 (17608836)
413;178387;dld-1;Protein DLD-1;Caenorhabditis elegans;Cel.8993;LLC1.3;;;;Intermediate doses of DLD RNAi (RNAi dilutions of 1/20 and 1/50) significantly (P < 0.005) shortened adult lifespan by 20-25%, whereas more potent doses of DLD RNAi (non diluted) significantly (P < 0.005) extended adult lifespan by 10%.;none;;;RNA interference;3283: Butler et al. (2013) "A metabolic signature for long life in the Caenorhabditis elegans Mit mutants."  Aging Cell 12(1):130-138 (23173729)
181;173128;dlk-1;DAP (Death Associated Protein kinase) Like Kinase;Caenorhabditis elegans;Cel.24063;F33E2.2;;;decrease;Mutation reduced maximum lifespan by 30%.;pro;30;;Mutation;2283: Shen et al. (2007) "Involvement of genes required for synaptic function in aging control in C. elegans."  Neurosci Bull 23(1):21-29 (17592521)
182;33906;DLP;Daxx-like protein;Drosophila melanogaster;Dm.4888;FBgn0031820;;CG9537 Daxx Dmel\CG9537;decrease;DLP mutants have a 20% shorter mean lifespan and reduced female fertility.;pro;;20;Mutation;2284: Bodai et al. (2007) "Daxx-like protein of Drosophila interacts with Dmp53 and affects longevity and Ark mRNA level."  J. Biol. Chem. 282(50):36386-36393 (17933869)
1968;853381;DLS1;Dls1p;Saccharomyces cerevisiae;;;;;increase;Deletion of DLS1 in yeast extends replicative lifespan by 20%.;anti;;20;Deletion;3477: Dang et al. (2014) "Inactivation of yeast Isw2 chromatin remodeling enzyme mimics longevity effect of calorie restriction via induction of genotoxic stress response."  Cell Metab. 19(6):952-966 (24814484)
1955;31310;dm;diminutive;Drosophila melanogaster;;;;;decrease;Overexpression of dm (ortholog of the mammalian Myc) during larval development increases the frequency and the severity of somatic mutations, and shortens median lifespan by 42-47%. Maximum lifespan is 30-40% shorter. Contrastly, dm haploinsufficiency lowers the frequency of somatic mutations and extends lifespan by about 14%.;anti;40;47;Overexpression;3543: Greer et al. (2013) "Myc-dependent genome instability and lifespan in Drosophila."  PLoS ONE 8(9):e74641 (24040302)
815;13405;Dmd;Dystrophin, muscular dystrophy;Mus musculus;;ENSMUSG00000045103;;dys mdx pke Dp71 Dp427 DXSmh7 DXSmh9;decrease;Reduction in lifespan and displayed a progressively dystrophic muscle histopathology. Old mdx mice were also prone to develop muscle tumors that resembled the human form of alveolar rhabdomyosarcoma.;pro;22;18;Mutations;2379: Chamberlain et al. (2007) "Dystrophin-deficient mdx mice display a reduced life span and are susceptible to spontaneous rhabdomyosarcoma."  FASEB J. 21(9):2195-2204 (17360850)
183;856569;DNA2;Essential tripartite DNA replication factor with single-stranded DNA-dependent ATPase, ATP-dependent;Saccharomyces cerevisiae;;YHR164C;;WEB2;decrease;Mutants exhibit an accelerated ageing phenotype including extended cell cycle time, age-related transcriptional silencing defects, and nucleolar reorganization.;pro;;;Mutation;1425: Hoopes et al. (2002) "Mutations in DNA replication genes reduce yeast life span."  Mol. Cell. Biol. 22(12):4136-4146 (12024027)
842;3772064;DNApol-gamma35;DNA polymerase Gamma;Drosophila melanogaster;;FBgn0004407;;BG:DS00941.9 br16 CG33084 CG33650 CG8969 D-pol gam;decrease;Overexpression of DNA polimeraze gamma in the nervous system resulted in a decrease in the median lifespan ranging from 39% to 52%;anti;;52;Overexpression;2390: Martínez-Azorín et al. (2008) "Over-expression of the catalytic core of mitochondrial DNA (mtDNA) polymerase in the nervous system of Drosophila melanogaster reduces median life span by inducing mtDNA depletion."  J. Neurochem. 105(1):165-176 (17999718)
184;31309;dnc;dunce;Drosophila melanogaster;Dm.4817;FBgn0000479;;CG10791 CG10792 CG10797 CG14267 CG14268 CG32498 Dm;increase;cAMP phosphodiesterase-deficient dunce mutants had an extended maximum lifespan by about 70%.;anti;70;;Mutation;2285: Tong et al. (2007) "Life extension through neurofibromin mitochondrial regulation and antioxidant therapy for neurofibromatosis-1 in Drosophila melanogaster."  Nat. Genet. 39(4):476-485 (17369827)
1571;856913;DNF1;Drs2 Neo1 Family;Saccharomyces cerevisiae;;YER166W;;;increase;Mean chronological lifespan increased in the a strain by more than 50%;anti;;50;Deletion;2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1949;172231;dnj-21;Mitochondrial import inner membrane translocase subunit TIM14;Caenorhabditis elegans;.16739;;;;decrease;RNA interference of dnj-21 shortens mean lifespan (by 10.5%) compared to wild-type worms.;pro;;10.5;RNA interference;3539: Bennett et al. (2014) "Activation of the mitochondrial unfolded protein response does not predict longevity in Caenorhabditis elegans."  Nat Commun 5:3483 (24662282)
185;850686;DNM1;Dnm1p;Saccharomyces cerevisiae;;YLL001W;;;increase;Deletion delayed ageing.;anti;;;Deletion;2286: Scheckhuber et al. (2007) "Reducing mitochondrial fission results in increased life span and fitness of two fungal ageing models."  Nat. Cell Biol. 9(1):99-9105 (17173038)
1473;851641;DOA4;Degradation Of Alpha;Saccharomyces cerevisiae;;YDR069C;;DOS1 MUT4 NPI2 SSV7 UBP4;decrease;Replicative lifespan decreased by 50% in the alpha strain ;fitness;;50;Deletion;2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
187;187266;dod-17;Downstream Of DAF-16 (regulated by DAF-16);Caenorhabditis elegans;Cel.12611;K10D11.1;;;increase;RNA interference extended lifespan.;anti;;;RNA interference;315: Murphy et al. (2003) "Genes that act downstream of DAF-16 to influence the lifespan of Caenorhabditis elegans."  Nature 424(6946):277-283 (12845331)
188;183813;dod-18;Downstream Of DAF-16 (regulated by DAF-16);Caenorhabditis elegans;Cel.37001;C54G4.6;;;increase;RNA interference extended lifespan.;anti;;;RNA interference;315: Murphy et al. (2003) "Genes that act downstream of DAF-16 to influence the lifespan of Caenorhabditis elegans."  Nature 424(6946):277-283 (12845331)
189;178564;dod-19;Downstream Of DAF-16 (regulated by DAF-16);Caenorhabditis elegans;Cel.1336;ZK6.10;;;increase;RNA interference extended lifespan.;anti;;;RNA interference;315: Murphy et al. (2003) "Genes that act downstream of DAF-16 to influence the lifespan of Caenorhabditis elegans."  Nature 424(6946):277-283 (12845331)
